tier,symbol,company_name,sector,sector_etf,sector_change_pct,stock_vs_sector_pct,sector_vs_spy_pct,sector_status,sector_score,price,change_pct,score,base_score,ext_penalty,regime_penalty,risk_category,is_earnings_reaction,catalyst,momentum,execution,squeeze,strength,technical,participation,social,short_pct,float_M,days_to_cover,atr_pct,dollar_vol_M,market_cap_B,days_to_earnings,tags,intraday_score,intraday_last_price,price_source,price_updated_at,vwap,vwap_dist_pct,above_vwap,hod,lod,from_hod_pct,near_hod,intraday_volume,data_source,catalyst_label,catalyst_sentiment,catalyst_score,catalyst_headline,catalyst_source,catalyst_time,risk_flags,setup_bucket
2,MEI,"Methode Electronics, Inc.",Technology,XLK,1.24,55.28,0.52,IMPROVING,2,14.62,56.52,53,59,-15,0,HIGH_RISK,False,0,20,7,2,15,10,5,0,4.95,34.9,3.2,6.52,14.3,0.52,—,Above VWAP extended · Upper range · ⚠️ HIGH RISK · Major move +56.5% · Vol surge 8.0x · RVOL 10.8x · ATR 6.5% (clean),7.0,14.62,Alpaca IEX,2026-05-13T19:14:00Z,13.6241,7.31,True,15.53,9.74,-5.86,False,289619.0,Yahoo + Alpaca IEX,No confirmed company-specific catalyst,NONE,0.0,,,,,HIGH_RISK_EXTREME
