tier,symbol,price,change_pct,score,base_score,ext_penalty,regime_penalty,risk_category,is_earnings_reaction,catalyst,momentum,execution,squeeze,strength,technical,participation,social,short_pct,float_M,days_to_cover,atr_pct,dollar_vol_M,market_cap_B,days_to_earnings,tags,intraday_score,vwap,vwap_dist_pct,above_vwap,hod,lod,from_hod_pct,near_hod,intraday_volume,data_source
3,VRDN,16.57,-2.36,29,29,0,0,NORMAL,False,0,2,13,2,7,2,3,0,10.75,103.0,3.1,6.49,51.0,1.71,—,$51M liq · ATR 6.5% (clean) · Clean price · Float 103M · RS positive,,,,,,,,,,
3,COIN,188.9,-2.11,29,29,0,0,NORMAL,False,0,0,16,0,7,4,0,2,12.82,219.9,2.3,5.85,1817.6,49.88,—,$1818M liq · ATR 5.9% (clean) · Clean price · RS positive · Gap -3.7% · 10.0x mentions,,,,,,,,,,
3,CWEN-A,40.43,5.7,29,29,0,0,NORMAL,False,0,3,5,2,10,6,3,0,3.5099998,120.2,3.5,2.88,9.1,8.31,—,ATR 2.9% (clean) · Clean price · Float 120M · Near 52WH · EMA stack ↑ · Near 20D high,,,,,,,,,,
3,WYNN,100.61,-5.84,28,28,0,0,NORMAL,False,0,3,16,3,0,1,5,0,9.16,74.0,5.4,3.28,127.8,10.49,—,$128M liq · ATR 3.3% (clean) · Clean price · Float 74M · Insider 27%,,,,,,,,,,
3,RDDT,158.46,-3.35,28,28,0,0,NORMAL,False,0,0,16,2,3,2,0,5,12.0699994,137.4,3.8,6.54,797.4,30.5,—,$797M liq · ATR 6.5% (clean) · Clean price · Float 137M · WSB #20,,,,,,,,,,
3,TOST,24.71,-15.9,28,28,0,0,NORMAL,False,0,6,18,0,0,3,1,0,5.56,482.4,2.9,5.83,229.4,14.32,—,Big move -15.9% · $229M liq · ATR 5.8% (clean) · Clean price · Gap -14.2%,,,,,,,,,,
3,MMYT,47.88,-5.18,28,28,0,0,NORMAL,False,0,3,11,2,4,2,6,0,11.450000000000001,27.7,4.5,3.96,54.5,4.54,—,ATR 4.0% (clean) · Clean price · Float 28M · Insider 17%,,,,,,,,,,
3,PPTA,29.67,4.07,28,28,0,0,NORMAL,False,0,0,11,3,6,7,1,0,11.560000500000001,83.8,6.8,5.7,36.8,3.71,—,ATR 5.7% (clean) · Clean price · Float 84M · Gap +3.2%,,,,,,,,,,
3,SONY,20.68,3.97,28,28,0,0,NORMAL,False,0,0,16,0,6,6,0,0,0.2,5965.7,2.5,2.56,121.8,122.17,—,$122M liq · ATR 2.6% (clean) · Clean price,,,,,,,,,,
3,YSS,35.24,5.57,28,28,0,0,NORMAL,False,0,3,4,0,10,8,3,0,8.51,86.0,2.2,12.06,82.8,4.5,—,$83M liq · Clean price · RS positive · EMA stack ↑ · Insider 10%,,,,,,,,,,
3,AU,104.99,4.75,28,28,0,0,NORMAL,False,0,0,16,0,6,6,0,0,0.8699999999999999,504.9,1.1,4.29,231.4,53.08,—,$231M liq · ATR 4.3% (clean) · Clean price,,,,,,,,,,
3,SNAP,5.82,-2.69,27,27,0,0,NORMAL,False,0,0,13,0,7,2,5,0,10.5,1110.2,1.9,5.32,320.3,9.88,—,$320M liq · ATR 5.3% (clean) · RS positive · Insider 23%,,,,,,,,,,
3,MEG,22.14,5.18,27,27,0,0,NORMAL,False,0,3,5,4,7,4,4,0,6.77,33.4,8.8,4.05,6.9,0.8,—,ATR 4.0% (clean) · Clean price · DTC 8.8d · Float 33M,,,,,,,,,,
3,AMBQ,40.32,6.11,27,27,0,0,NORMAL,False,0,3,3,0,11,9,1,0,5.87,18.6,3.1,5.39,13.7,0.86,—,ATR 5.4% (clean) · Clean price · RS positive · EMA stack ↑,,,,,,,,,,
3,MSFT,415.42,-1.31,27,27,0,0,NORMAL,False,0,0,12,0,4,3,0,8,1.1199999999999999,7417.6,2.5,2.83,14353.6,3085.88,—,$14354M liq · ATR 2.8% (clean) · WSB #10,,,,,,,,,,
3,APP,451.0,-9.59,27,27,0,0,NORMAL,False,0,5,12,0,7,0,3,0,4.2600001999999995,241.5,2.8,6.14,1900.0,151.51,—,$1900M liq · ATR 6.1% (clean) · RS positive · Insider 18%,,,,,,,,,,
3,HUBS,189.31,-22.32,27,27,0,0,NORMAL,False,0,12,12,0,0,3,0,0,9.04,50.8,2.5,9.88,288.6,9.75,—,Major move -22.3% · $289M liq · Clean price · Gap -23.7%,,,,,,,,,,
3,CLMT,32.86,-5.06,27,27,0,0,NORMAL,False,0,3,11,2,3,3,5,0,8.3000004,55.8,3.9,5.0,32.0,2.86,—,ATR 5.0% (clean) · Clean price · Float 56M · Gap -6.0% · Insider 23%,,,,,,,,,,
3,TXG,20.01,-10.75,27,27,0,0,NORMAL,False,0,6,10,5,3,3,0,0,18.82,116.0,6.8,7.72,51.6,2.58,—,Big move -10.7% · $52M liq · Clean price · Float 116M · Gap -4.6%,,,,,,,,,,
3,SPIR,17.32,7.33,27,27,0,0,NORMAL,False,0,3,5,4,7,7,1,0,17.18,31.7,2.8,9.26,33.0,0.67,—,Clean price · Float 32M · EMA stack ↑,,,,,,,,,,
3,TTMI,155.66,1.23,27,27,0,0,NORMAL,False,0,0,13,0,9,5,0,0,5.1999997,102.3,2.1,8.02,350.4,16.17,—,$350M liq · Clean price · RS positive · EMA stack ↑,,,,,,,,,,
3,ICUI,129.16,4.95,26,26,0,0,NORMAL,False,0,0,11,2,6,7,0,0,6.23,24.2,4.6,3.76,32.5,3.23,—,ATR 3.8% (clean) · Clean price · Float 24M · Near 20D high,,,,,,,,,,
3,RGEN,121.49,-3.91,26,26,0,0,NORMAL,False,0,0,16,3,3,0,4,0,9.7600006,53.4,6.4,5.62,134.0,6.85,—,$134M liq · ATR 5.6% (clean) · Clean price · Float 53M,,,,,,,,,,
3,FRSH,8.68,-3.93,26,26,0,0,NORMAL,False,0,0,10,0,7,3,6,0,8.450000000000001,217.6,3.5,5.85,98.0,2.4,—,$98M liq · ATR 5.9% (clean) · RS positive · Accumulating 1.5x,,,,,,,,,,
3,FOUR,44.28,-5.47,26,26,0,0,NORMAL,False,0,3,13,5,0,0,5,0,19.259999999999998,41.8,6.8,6.89,72.4,4.39,—,$72M liq · ATR 6.9% (clean) · Clean price · Float 42M · Insider 30%,,,,,,,,,,
3,CAVA,80.14,-5.12,26,26,0,0,NORMAL,False,0,3,16,3,3,0,1,0,13.780000000000001,104.6,5.4,5.34,201.2,9.33,—,$201M liq · ATR 5.3% (clean) · Clean price · Float 105M,,,,,,,,,,
3,TEM,47.03,-4.85,26,26,0,0,NORMAL,False,0,2,13,6,0,0,5,0,28.050000000000004,113.8,5.5,7.12,283.9,8.44,—,$284M liq · Clean price · SI 28% · Float 114M · Insider 37%,,,,,,,,,,
3,AXON,404.48,-5.25,26,26,0,0,NORMAL,False,0,5,12,0,7,2,0,0,4.52,76.4,2.8,5.52,452.9,32.6,—,$453M liq · ATR 5.5% (clean) · RS positive,,,,,,,,,,
3,BTG,5.14,3.94,26,26,0,0,NORMAL,False,0,0,13,0,6,7,0,0,0.0,1256.4,1.7,5.64,173.0,6.87,—,$173M liq · ATR 5.6% (clean) · Near 20D high,,,,,,,,,,
3,TPR,136.15,4.32,26,26,0,0,NORMAL,False,0,2,16,0,3,5,0,0,7.21,201.1,7.3,4.31,265.0,27.86,—,$265M liq · ATR 4.3% (clean) · Clean price · Gap +3.4%,,,,,,,,,,
3,SNOW,145.73,-5.2,26,26,0,0,NORMAL,False,0,3,16,0,4,3,0,0,5.35,335.5,2.6,5.71,1076.3,50.38,—,$1076M liq · ATR 5.7% (clean) · Clean price,,,,,,,,,,
3,CAI,16.34,-17.67,26,26,0,0,NORMAL,False,0,6,10,2,0,3,5,0,10.229999600000001,96.5,4.5,7.79,30.0,4.62,—,Big move -17.7% · Clean price · Float 97M · Gap -15.3% · Insider 49%,,,,,,,,,,
3,ANGX,3.18,6.36,26,26,0,0,NORMAL,False,0,3,0,2,11,7,3,0,4.46,94.5,3.0,8.01,5.6,0.59,—,Float 95M · RS positive · Near 20D high,,,,,,,,,,
3,DLO,13.6,-1.09,25,25,0,0,NORMAL,False,0,0,8,3,3,3,8,0,11.68,88.8,6.2,3.56,20.8,4.01,—,ATR 3.6% (clean) · Clean price · Float 89M · Insider 23%,,,,,,,,,,
3,NRGV,4.43,6.87,25,25,0,0,NORMAL,False,0,3,0,2,11,6,3,0,12.49,141.8,4.5,10.67,18.1,0.77,—,Float 142M · RS positive · EMA stack ↑ · Insider 16%,,,,,,,,,,
3,SGML,21.57,-8.79,25,25,0,0,NORMAL,False,0,3,10,0,7,2,3,0,8.939999,57.7,1.3,8.43,77.0,2.4,—,$77M liq · Clean price · RS positive,,,,,,,,,,
3,FCEL,12.61,2.69,25,25,0,0,NORMAL,False,0,0,4,0,10,6,5,0,7.39,52.8,2.9,13.36,98.6,0.67,—,$99M liq · Clean price · RS positive · EMA stack ↑ · Accumulating 1.7x,,,,,,,,,,
3,DCH,6.19,7.09,25,25,0,0,NORMAL,False,0,3,5,0,7,10,0,0,11.48,231.9,6.0,4.36,22.5,1.47,—,ATR 4.4% (clean) · Gap +4.0% · Near 20D high,,,,,,,,,,
3,QS,7.21,-1.98,25,25,0,0,NORMAL,False,0,0,7,4,6,2,6,0,18.63,486.3,9.9,9.63,180.0,4.44,—,$180M liq · DTC 9.9d · V-recovery · Insider 14%,,,,,,,,,,
3,SYM,52.08,-7.71,25,25,0,0,NORMAL,False,0,5,10,7,0,0,3,0,27.529999999999998,111.3,11.5,7.27,80.7,31.44,—,$81M liq · Clean price · SI 28% · DTC 11.5d · Float 111M · Insider 14%,,,,,,,,,,
3,WIX,76.4,-4.9,25,25,0,0,NORMAL,False,0,0,16,4,4,1,0,0,17.559999,46.8,2.6,5.88,128.3,4.46,—,$128M liq · ATR 5.9% (clean) · Clean price · Float 47M,,,,,,,,,,
3,DFTX,22.34,-3.69,25,25,0,0,NORMAL,False,0,0,11,3,6,2,3,0,9.08,98.8,5.7,5.71,42.7,2.44,—,ATR 5.7% (clean) · Clean price · Float 99M · RS positive,,,,,,,,,,
